client,year,total,client_clue,lobbyingfirmhired,totalamount,lobbyist,revolvingdoorprofiles,formermembersofcongress,lobby_status,experience,target
The Clearing House,2015,430000,Clearing House Payments Co,Clearing House Payments Co,1160000, Jill Hershey ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Wexler & Walker Public Policy Assoc,200000, Thomas Carpenter ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Wexler & Walker Public Policy Assoc,200000, Dale W Snape ,0,0,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,TG&C Group,88000, David F Crane ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Wexler & Walker Public Policy Assoc,200000, George Rogers ,1,0,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,Clearing House Payments Co,1160000, John Van Etten ,1,0,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,Sullivan & Cromwell,120000, Samuel R III Woodall ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Wexler & Walker Public Policy Assoc,200000, Robert S Walker ,1,1,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,TG&C Group,88000, J Eric Gould ,1,0,1,12,0
The Clearing House,2015,430000,The Clearing House,WilmerHale LLP,60000, Dan Berkovitz ,1,0,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,Clearing House Payments Co,1160000, Paul Saltzman ,0,0,1,12,0
The Clearing House,2015,430000,The Clearing House,Venable LLP,170000, Andrew Olmem ,1,0,1,12,0
The Clearing House,2015,430000,Clearing House Payments Co,TG&C Group,88000, Karen L Thurman ,1,1,1,12,0
The Clearing House,2016,250000,Clearing House Payments Co,TG&C Group,88000, David F Crane ,1,0,1,13,0
The Clearing House,2016,250000,Clearing House Payments Co,Clearing House Payments Co,740000, Jill Hershey ,1,0,1,13,0
The Clearing House,2016,250000,Clearing House Payments Co,Clearing House Payments Co,740000, Kristin Harrison Richardson ,1,0,1,13,0
The Clearing House,2016,250000,The Clearing House,Venable LLP,120000, Daris Meeks ,1,0,1,13,0
The Clearing House,2016,250000,The Clearing House,Wexler & Walker Public Policy Assoc,130000, Robert S Walker ,1,1,1,13,0
The Clearing House,2016,250000,The Clearing House,Wexler & Walker Public Policy Assoc,130000, Dale W Snape ,0,0,1,13,0
The Clearing House,2016,250000,Clearing House Payments Co,Clearing House Payments Co,740000, Michael T Lee ,1,0,1,13,0
The Clearing House,2016,250000,The Clearing House,Wexler & Walker Public Policy Assoc,130000, Thomas Carpenter ,1,0,1,13,0
The Clearing House,2016,250000,The Clearing House,Venable LLP,120000, Andrew Olmem ,1,0,1,13,0
The Clearing House,2016,250000,Clearing House Payments Co,Sullivan & Cromwell,120000, Samuel R III Woodall ,1,0,1,13,0
The Clearing House,2016,250000,The Clearing House,Wexler & Walker Public Policy Assoc,130000, George Rogers ,1,0,1,13,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, John Stipicevic ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Venable LLP,20000, Andrew Olmem ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Steve Clark ,0,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, George Rogers ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Robert S Walker ,1,1,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Sam K Geduldig ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Juliane Carter Sullivan ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Jay N III Cranford ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Michael Nielsen ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Mike Freeman ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,Clearing House Payments Co,510000, Cara Camacho ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,Clearing House Payments Co,510000, Michael T Lee ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Sternhell Group,150000, Mike Ahern ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Katie Mitchell ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Venable LLP,20000, Robert L Jr Smith ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,Sullivan & Cromwell,120000, Samuel R III Woodall ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Sternhell Group,150000, Alex Sternhell ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,CGCN Group,75000, Douglas Schwartz ,1,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,Clearing House Payments Co,510000, Jill Hershey ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Dale W Snape ,0,0,1,14,0
The Clearing House,2017,290000,Clearing House Payments Co,TG&C Group,94500, David F Crane ,1,0,1,14,0
The Clearing House,2017,290000,The Clearing House,Wexler & Walker Public Policy Assoc,120000, Thomas Carpenter ,1,0,1,14,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Sam K Geduldig ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Katie Mitchell ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Douglas Schwartz ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Mike Freeman ,1,0,1,15,0
The Clearing House,2018,70000,Clearing House Payments Co,Sullivan & Cromwell,100000, Samuel R III Woodall ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, John Stipicevic ,1,0,1,15,0
The Clearing House,2018,70000,Clearing House Payments Co,Clearing House Payments Co,340000, Cara Camacho ,1,0,1,15,0
The Clearing House,2018,70000,Clearing House Payments Co,TG&C Group,81000, David F Crane ,1,0,1,15,0
The Clearing House,2018,70000,Clearing House Payments Co,Clearing House Payments Co,340000, Michael T Lee ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Jay N III Cranford ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Steve Clark ,0,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Michael Nielsen ,1,0,1,15,0
The Clearing House,2018,70000,The Clearing House,CGCN Group,70000, Juliane Carter Sullivan ,1,0,1,15,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Steptoe & Johnson,189000, Philip R West ,1,0,1,7,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Buchanan Ingersoll & Rooney,0, Robert S Winters ,1,0,1,7,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Steptoe & Johnson,189000, John T Collins ,1,0,1,7,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Steptoe & Johnson,189000, Amanda P Varma ,0,0,1,7,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Steptoe & Johnson,189000, Richard R Verma ,1,0,1,7,0
Toronto-Dominion Bank,2008,189000,TD Bank USA,Buchanan Ingersoll & Rooney,0, Paul S Quinn ,1,0,1,7,0
Toronto-Dominion Bank,2009,683300,TD Bank USA,Steptoe & Johnson,473300, John T Collins ,1,0,1,8,1
Toronto-Dominion Bank,2009,683300,TD Bank USA,Steptoe & Johnson,473300, Amanda P Varma ,0,0,1,8,1
Toronto-Dominion Bank,2009,683300,TD Bank USA,Steptoe & Johnson,473300, Philip R West ,1,0,1,8,1
Toronto-Dominion Bank,2009,683300,TD Bank USA,Johnson David,210000, David Johnson ,0,0,1,8,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Steptoe & Johnson,520000, Scott A Sinder ,0,0,1,9,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Johnson David,480000, David Johnson ,0,0,1,9,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Steptoe & Johnson,520000, John T Collins ,1,0,1,9,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Steptoe & Johnson,520000, Amanda P Varma ,0,0,1,9,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Steptoe & Johnson,520000, Shawn Hodjati ,1,0,1,9,1
Toronto-Dominion Bank,2010,1000000,TD Bank USA,Steptoe & Johnson,520000, Philip R West ,1,0,1,9,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Steptoe & Johnson,600000, Amanda P Varma ,0,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Johnson David,350000, David Johnson ,0,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,TD Bank USA,1430000, Edward Silverman ,1,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Steptoe & Johnson,600000, Scott A Sinder ,0,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Steptoe & Johnson,600000, John T Collins ,1,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Steptoe & Johnson,600000, Shawn Hodjati ,1,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,Steptoe & Johnson,600000, Philip R West ,1,0,1,10,1
Toronto-Dominion Bank,2011,1720000,TD Bank USA,TD Bank USA,1430000, Ronald J Lefrancois ,1,0,1,10,1
Toronto-Dominion Bank,2012,1850000,Toronto-Dominion Bank,Steptoe & Johnson,440000, Philip R West ,1,0,1,11,1
Toronto-Dominion Bank,2012,1850000,TD Bank USA,TD Bank USA,1410000, Edward Silverman ,1,0,1,11,1
Toronto-Dominion Bank,2012,1850000,TD Bank USA,Johnson David,180000, David Johnson ,0,0,1,11,1
Toronto-Dominion Bank,2012,1850000,Toronto-Dominion Bank,Steptoe & Johnson,440000, John T Collins ,1,0,1,11,1
Toronto-Dominion Bank,2012,1850000,Toronto-Dominion Bank,Steptoe & Johnson,440000, Scott A Sinder ,0,0,1,11,1
Toronto-Dominion Bank,2012,1850000,TD Bank USA,TD Bank USA,1410000, Ronald J Lefrancois ,1,0,1,11,1
Toronto-Dominion Bank,2012,1850000,Toronto-Dominion Bank,Steptoe & Johnson,440000, Amanda P Varma ,0,0,1,11,1
Toronto-Dominion Bank,2013,1670000,TD Bank USA,TD Bank USA,1270000, Ronald J Lefrancois ,1,0,1,12,1
Toronto-Dominion Bank,2013,1670000,Toronto-Dominion Bank,Steptoe & Johnson,400000, Scott A Sinder ,0,0,1,12,1
Toronto-Dominion Bank,2013,1670000,Toronto-Dominion Bank,Steptoe & Johnson,400000, Amanda P Varma ,0,0,1,12,1
Toronto-Dominion Bank,2013,1670000,TD Bank USA,TD Bank USA,1270000, Edward Silverman ,1,0,1,12,1
Toronto-Dominion Bank,2013,1670000,Toronto-Dominion Bank,Steptoe & Johnson,400000, John T Collins ,1,0,1,12,1
Toronto-Dominion Bank,2013,1670000,Toronto-Dominion Bank,Steptoe & Johnson,400000, Philip R West ,1,0,1,12,1
Toronto-Dominion Bank,2014,1090000,Toronto-Dominion Bank,Steptoe & Johnson,190000, John T Collins ,1,0,1,13,1
Toronto-Dominion Bank,2014,1090000,Toronto-Dominion Bank,Steptoe & Johnson,190000, Scott A Sinder ,0,0,1,13,1
Toronto-Dominion Bank,2014,1090000,TD Bank USA,TD Bank USA,900000, Edward Silverman ,1,0,1,13,1
Toronto-Dominion Bank,2014,1090000,Toronto-Dominion Bank,Steptoe & Johnson,190000, Philip R West ,1,0,1,13,1
Toronto-Dominion Bank,2014,1090000,Toronto-Dominion Bank,Steptoe & Johnson,190000, Amanda P Varma ,0,0,1,13,1
Toronto-Dominion Bank,2014,1090000,TD Bank USA,TD Bank USA,900000, Ronald J Lefrancois ,1,0,1,13,1
Toronto-Dominion Bank,2015,950000,TD Bank USA,TD Bank USA,800000, Edward Silverman ,1,0,1,14,1
Toronto-Dominion Bank,2015,950000,TD Bank USA,TD Bank USA,800000, Ronald J Lefrancois ,1,0,1,14,1
Toronto-Dominion Bank,2015,950000,Toronto-Dominion Bank,Steptoe & Johnson,150000, Philip R West ,1,0,1,14,1
Toronto-Dominion Bank,2015,950000,Toronto-Dominion Bank,Steptoe & Johnson,150000, Lisa M Zarlenga ,1,0,1,14,1
Toronto-Dominion Bank,2015,950000,Toronto-Dominion Bank,Steptoe & Johnson,150000, Amanda P Varma ,0,0,1,14,1
Toronto-Dominion Bank,2015,950000,Toronto-Dominion Bank,Steptoe & Johnson,150000, Jason Abel ,1,0,1,14,1
Toronto-Dominion Bank,2016,380000,TD Bank USA,TD Bank USA,380000, Ronald J Lefrancois ,1,0,1,15,1
Toronto-Dominion Bank,2016,380000,TD Bank USA,TD Bank USA,380000, Edward Silverman ,1,0,1,15,1
Toronto-Dominion Bank,2017,670000,TD Bank USA,Steptoe & Johnson,100000, Darryl Nirenberg ,1,0,1,16,1
Toronto-Dominion Bank,2017,670000,TD Bank USA,Steptoe & Johnson,100000, Philip R West ,1,0,1,16,1
Toronto-Dominion Bank,2017,670000,TD Bank USA,TD Bank USA,670000, Edward Silverman ,1,0,1,16,1
Toronto-Dominion Bank,2017,670000,TD Bank USA,Steptoe & Johnson,100000, Elizabeth Burks ,1,0,1,16,1
Toronto-Dominion Bank,2017,670000,TD Bank USA,TD Bank USA,670000, Ronald J Lefrancois ,1,0,1,16,1
Toronto-Dominion Bank,2018,590000,TD Bank USA,TD Bank USA,590000, Edward Silverman ,1,0,1,17,1
Toronto-Dominion Bank,2018,590000,TD Bank USA,TD Bank USA,590000, Ronald J Lefrancois ,1,0,1,17,1
Toronto-Dominion Bank,2018,590000,TD Bank USA,Steptoe & Johnson,50000, Philip R West ,1,0,1,17,1
Toronto-Dominion Bank,2018,590000,TD Bank USA,Steptoe & Johnson,50000, Elizabeth Burks ,1,0,1,17,1
Toronto-Dominion Bank,2018,590000,TD Bank USA,Steptoe & Johnson,50000, Darryl Nirenberg ,1,0,1,17,1
Toronto-Dominion Bank,2019,810000,TD Bank USA,TD Bank USA,810000, Edward Silverman ,1,0,1,18,1
Toronto-Dominion Bank,2019,810000,TD Bank USA,TD Bank USA,810000, Ronald J Lefrancois ,1,0,1,18,1
Toronto-Dominion Bank,2019,810000,TD Bank USA,TD Bank USA,810000, James Johnson ,1,0,1,18,1
Trade Bank of Iraq,2008,190000,Trade Bank of Iraq,Patton Boggs LLP,190000, Aubrey Rothrock ,0,0,1,0,0
Trade Bank of Iraq,2008,190000,Trade Bank of Iraq,Patton Boggs LLP,190000, Joseph L Brand ,0,0,1,0,0
Trade Bank of Iraq,2008,190000,Trade Bank of Iraq,Patton Boggs LLP,190000, Stephen McHale ,1,0,1,0,0
Trade Bank of Iraq,2009,90000,Trade Bank of Iraq,Patton Boggs LLP,90000, Joseph L Brand ,0,0,1,1,0
Trade Bank of Iraq,2009,90000,Trade Bank of Iraq,Patton Boggs LLP,90000, Stephen McHale ,1,0,1,1,0
Trade Bank of Iraq,2009,90000,Trade Bank of Iraq,Patton Boggs LLP,90000, Aubrey Rothrock ,0,0,1,1,0
Troy Bank & Trust Co,2018,20000,Troy Bank & Trust Co,Bradley,20000, J David Stewart ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Capitol Counsel,120000, David Olander ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Capitol Counsel,120000, Joseph Eannello ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,United by Interest,225000, Michael W Williams ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Truist Financial,1710900, Mark Oesterle ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Capitol Counsel,120000, Jeffrey M Walter ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,United by Interest,225000, Jennifer Stewart ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Capitol Counsel,120000, Warren Tryon ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,United by Interest,225000, John Stipicevic ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,United by Interest,225000, Michael Nielsen ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Capitol Counsel,120000, Jenn Fogel-Bublick ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,Truist Financial,1710900, John Hardage ,1,0,1,0,0
Truist Financial,2019,1710900,Truist Financial,United by Interest,225000, Sam K Geduldig ,1,0,1,0,0
UMB Financial,2019,30000,UMB Bank,Arent Fox LLP,30000, Phil English ,1,1,1,0,0
UMB Financial,2019,30000,UMB Bank,Arent Fox LLP,30000, Dan Renberg ,1,0,1,0,0
US Bancorp,2008,590000,US Bancorp,US Bancorp,570000, Deborah Burke ,0,0,1,10,1
US Bancorp,2008,590000,US Bank,Cypress Advocacy,20000, Ben Dupuy ,1,0,1,10,1
US Bancorp,2008,590000,US Bank,Cypress Advocacy,20000, Alex Sternhell ,1,0,1,10,1
US Bancorp,2008,590000,US Bancorp,Whitaker Strategies,360000, Stephen Whitaker ,1,0,1,10,1
US Bancorp,2008,590000,US Bank,Cypress Advocacy,20000, J Patrick Cave ,1,0,1,10,1
US Bancorp,2009,703960,US Bank,Cypress Advocacy,10000, Brant Imperatore ,1,0,1,11,1
US Bancorp,2009,703960,US Bank,Whitaker Strategies,340000, Stephen Whitaker ,1,0,1,11,1
US Bancorp,2009,703960,US Bank,Cypress Advocacy,10000, Ben Dupuy ,1,0,1,11,1
US Bancorp,2009,703960,US Bank,Cypress Advocacy,10000, Alex Sternhell ,1,0,1,11,1
US Bancorp,2009,703960,US Bank,US Bank,703960, Deborah Burke ,0,0,1,11,1
US Bancorp,2009,703960,US Bank,Cypress Advocacy,10000, J Patrick Cave ,1,0,1,11,1
US Bancorp,2010,1332073,US Bank,US Bank,1332073, Deborah Burke ,0,0,1,12,1
US Bancorp,2010,1332073,US Bank,Whitaker Strategies,340000, Stephen Whitaker ,1,0,1,12,1
US Bancorp,2010,1332073,US Bank,US Bank,1332073, Walter Price ,0,0,1,12,1
US Bancorp,2011,967404,US Bank,Moore & Van Allen,20000, Walter Price ,0,0,1,13,0
US Bancorp,2011,967404,US Bank,Whitaker Strategies,120000, Stephen Whitaker ,1,0,1,13,0
US Bancorp,2011,967404,US Bank,US Bank,967404, Walter Price ,0,0,1,13,0
US Bancorp,2011,967404,US Bank,US Bank,967404, Deborah Burke ,0,0,1,13,0
US Bancorp,2011,967404,US Bank,US Bank,967404, Stephen Whitaker ,1,0,1,13,0
US Bancorp,2011,967404,US Bank,US Bank,967404, Kevin Macmillan ,1,0,1,13,0
US Bancorp,2012,1019600,US Bank,US Bank,1019600, Deborah Burke ,0,0,1,14,0
US Bancorp,2012,1019600,US Bank,US Bank,1019600, Stephen Whitaker ,1,0,1,14,0
US Bancorp,2012,1019600,US Bank,US Bank,1019600, Kevin Macmillan ,1,0,1,14,0
US Bancorp,2012,1019600,US Bank,Whitaker Strategies,120000, Stephen Whitaker ,1,0,1,14,0
US Bancorp,2012,1019600,US Bank,US Bank,1019600, Robert E Griner ,1,0,1,14,0
US Bancorp,2013,1570000,US Bancorp,US Bancorp,990000, Stephen Whitaker ,1,0,1,15,1
US Bancorp,2013,1570000,US Bank,Whitaker Strategies,120000, Stephen Whitaker ,1,0,1,15,1
US Bancorp,2013,1570000,US Bancorp,US Bancorp,990000, Robert E Griner ,1,0,1,15,1
US Bancorp,2013,1570000,US Bancorp,US Bancorp,990000, Kevin Macmillan ,1,0,1,15,1
US Bancorp,2014,1940000,US Bancorp,US Bancorp,1860000, Robert E Griner ,1,0,1,16,0
US Bancorp,2014,1940000,US Bancorp,US Bancorp,1860000, Kevin Macmillan ,1,0,1,16,0
US Bancorp,2014,1940000,US Bank,Whitaker Strategies,80000, Stephen Whitaker ,1,0,1,16,0
US Bancorp,2015,1830000,US Bancorp,US Bancorp,1830000, Robert E Griner ,1,0,1,17,0
US Bancorp,2015,1830000,US Bancorp,US Bancorp,1830000, Kevin Macmillan ,1,0,1,17,0
US Bancorp,2016,2600000,US Bancorp,US Bancorp,2600000, Robert E Griner ,1,0,1,18,0
US Bancorp,2016,2600000,US Bancorp,US Bancorp,2600000, Kevin Macmillan ,1,0,1,18,0
US Bancorp,2017,3410000,US Bancorp,US Bancorp,3410000, Robert E Griner ,1,0,1,19,0
US Bancorp,2017,3410000,US Bancorp,US Bancorp,3410000, Kevin Macmillan ,1,0,1,19,0
US Bancorp,2018,2050000,US Bancorp,US Bancorp,2050000, Courtney Houston-carter ,1,0,1,20,0
US Bancorp,2018,2050000,US Bancorp,US Bancorp,2050000, Kevin Macmillan ,1,0,1,20,0
US Bancorp,2018,2050000,US Bancorp,US Bancorp,2050000, Robert E Griner ,1,0,1,20,0
US Bancorp,2019,1070000,US Bancorp,US Bancorp,1070000, Kevin Macmillan ,1,0,1,21,0
US Bancorp,2019,1070000,US Bancorp,US Bancorp,1070000, Robert E Griner ,1,0,1,21,0
US Bancorp,2019,1070000,US Bancorp,US Bancorp,1070000, Courtney Houston-carter ,1,0,1,21,0
Union Bank of California,2008,40000,Union Bank of California,Pillsbury Winthrop et al,40000, Elizabeth Moeller ,0,0,1,3,0
Union Bank of California,2008,40000,Union Bank of California,Pillsbury Winthrop et al,40000, Joseph Lanier ,1,0,1,3,0
Union Bank of California,2008,40000,Union Bank of California,Pillsbury Winthrop et al,40000, Peter D Robertson ,1,0,1,3,0
Union Bank of California,2008,40000,Union Bank of California,Pillsbury Winthrop et al,40000, Kristina M Pisanelli ,1,0,1,3,0
United Bank of Philadelphia,2008,0,United Bank of Philadelphia,Stewart Partners,0, Jarvis C Stewart ,1,0,1,5,0
